,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,win,loss,tie
0,0.0,0.0,12.0,1.0,1.0,23.0,3.0,3.0,33.0,24.0,729,193,15
2,0.0,0.0,0.0,10.0,13.0,15.0,18.0,20.0,24.0,0.0,370,558,9
4,0.0,12.0,0.0,0.0,20.0,21.0,23.0,24.0,0.0,0.0,547,378,12
5,1.0,2.0,2.0,4.0,8.0,12.0,14.0,16.0,19.0,22.0,209,713,15
6,0.0,0.0,0.0,5.0,15.0,20.0,20.0,18.0,22.0,0.0,369,546,22
7,1.0,3.0,4.0,7.0,9.0,14.0,17.0,18.0,17.0,10.0,216,709,12
8,0.0,0.0,0.0,0.0,19.0,0.0,0.0,21.0,18.0,42.0,352,539,46
9,0.0,5.0,0.0,0.0,0.0,0.0,0.0,30.0,32.0,33.0,662,261,14
10,0.0,0.0,5.0,6.0,9.0,11.0,15.0,16.0,18.0,20.0,189,741,7
11,1.0,2.0,2.0,1.0,13.0,17.0,22.0,4.0,22.0,16.0,442,467,28
12,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0,25.0,491,437,9
13,0.0,1.0,1.0,1.0,1.0,25.0,5.0,5.0,35.0,26.0,564,343,30
14,0.0,10.0,0.0,0.0,0.0,0.0,0.0,28.0,30.0,32.0,649,279,9
15,8.0,10.0,12.0,14.0,16.0,19.0,21.0,0.0,0.0,0.0,508,423,6
16,0.0,0.0,0.0,0.0,15.0,17.0,17.0,17.0,17.0,17.0,257,675,5
18,6.0,6.0,10.0,13.0,14.0,0.0,25.0,0.0,0.0,26.0,490,424,23
19,1.0,1.0,1.0,5.0,1.0,1.0,20.0,20.0,25.0,25.0,488,445,4
20,0.0,8.0,0.0,0.0,15.0,19.0,27.0,31.0,0.0,0.0,583,335,19
21,0.0,0.0,0.0,11.0,13.0,13.0,14.0,23.0,26.0,0.0,359,562,16
22,0.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0,25.0,0.0,541,392,4
23,3.0,4.0,0.0,10.0,11.0,0.0,34.0,0.0,38.0,0.0,454,445,38
24,0.0,0.0,13.0,1.0,1.0,24.0,1.0,1.0,34.0,25.0,736,195,6
25,9.0,9.0,10.0,11.0,12.0,13.0,15.0,8.0,8.0,5.0,384,546,7
26,0.0,0.0,0.0,0.0,0.0,22.0,26.0,26.0,26.0,0.0,565,367,5
27,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,26.0,58.0,389,540,8
28,4.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,33.0,35.0,654,242,41
29,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,35.0,35.0,728,201,8
30,1.0,1.0,1.0,1.0,1.0,5.0,9.0,16.0,26.0,39.0,427,479,31
31,3.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,31.0,34.0,619,263,55
32,2.0,3.0,0.0,7.0,10.0,13.0,14.0,17.0,18.0,16.0,180,747,10
33,1.0,1.0,2.0,2.0,22.0,23.0,25.0,2.0,2.0,20.0,575,353,9
34,1.0,3.0,4.0,6.0,11.0,10.0,13.0,18.0,19.0,15.0,186,738,13
35,1.0,1.0,1.0,13.0,3.0,3.0,3.0,25.0,25.0,25.0,613,313,11
36,3.0,0.0,0.0,0.0,11.0,14.0,17.0,20.0,18.0,17.0,237,693,7
37,1.0,3.0,4.0,7.0,9.0,12.0,13.0,18.0,18.0,15.0,185,737,15
38,2.0,2.0,2.0,2.0,2.0,2.0,22.0,22.0,22.0,22.0,474,451,12
39,0.0,3.0,5.0,7.0,8.0,11.0,15.0,17.0,17.0,17.0,153,772,12
40,2.0,2.0,2.0,2.0,2.0,2.0,20.0,22.0,22.0,24.0,475,451,11
41,15.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,31.0,27.0,583,348,6
42,2.0,3.0,4.0,5.0,5.0,14.0,14.0,18.0,18.0,17.0,210,716,11
43,4.0,5.0,1.0,0.0,7.0,12.0,26.0,0.0,23.0,22.0,482,448,7
44,1.0,5.0,6.0,9.0,1.0,1.0,1.0,1.0,37.0,38.0,640,287,10
45,6.0,2.0,2.0,2.0,2.0,2.0,6.0,25.0,26.0,27.0,624,290,23
46,7.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,31.0,31.0,672,249,16
47,0.0,0.0,1.0,1.0,2.0,3.0,6.0,12.0,25.0,50.0,383,516,38
48,3.0,4.0,8.0,8.0,13.0,3.0,3.0,23.0,4.0,31.0,667,257,13
49,0.0,0.0,0.0,10.0,10.0,0.0,15.0,20.0,20.0,25.0,385,542,10
50,0.0,0.0,0.0,0.0,10.0,0.0,0.0,30.0,30.0,30.0,487,425,25
52,1.0,3.0,5.0,7.0,9.0,11.0,13.0,15.0,17.0,19.0,142,770,25
53,0.0,0.0,0.0,0.0,6.0,16.0,18.0,18.0,20.0,22.0,304,619,14
54,0.0,8.0,0.0,14.0,0.0,22.0,0.0,26.0,0.0,30.0,568,347,22
55,0.0,0.0,0.0,9.0,0.0,14.0,18.0,19.0,19.0,21.0,301,633,3
56,1.0,1.0,1.0,1.0,1.0,14.0,15.0,19.0,19.0,28.0,340,584,13
57,4.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,32.0,643,244,50
58,1.0,3.0,3.0,4.0,6.0,11.0,17.0,19.0,19.0,17.0,228,694,15
59,0.0,0.0,6.0,8.0,16.0,18.0,20.0,18.0,14.0,0.0,308,612,17
60,0.0,0.0,11.0,2.0,3.0,22.0,4.0,5.0,33.0,20.0,701,225,11
61,1.0,1.0,1.0,1.0,1.0,15.0,20.0,20.0,20.0,20.0,348,580,9
62,3.0,1.0,0.0,0.0,0.0,0.0,0.0,31.0,32.0,33.0,627,262,48
63,0.0,3.0,5.0,11.0,13.0,14.0,15.0,14.0,13.0,12.0,198,719,20
64,3.0,5.0,7.0,10.0,12.0,1.0,26.0,30.0,3.0,3.0,634,286,17
66,0.0,0.0,5.0,0.0,10.0,13.0,15.0,19.0,19.0,19.0,232,692,13
67,2.0,4.0,4.0,6.0,25.0,2.0,22.0,24.0,6.0,5.0,464,462,11
68,0.0,0.0,0.0,5.0,8.0,16.0,14.0,18.0,19.0,20.0,242,688,7
69,4.0,4.0,4.0,10.0,15.0,16.0,21.0,3.0,11.0,12.0,412,507,18
70,10.0,0.0,0.0,16.0,0.0,20.0,0.0,25.0,0.0,29.0,515,409,13
71,10.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,30.0,610,299,28
72,0.0,0.0,0.0,0.0,10.0,13.0,14.0,22.0,21.0,20.0,289,636,12
73,1.0,1.0,2.0,2.0,11.0,14.0,16.0,17.0,18.0,18.0,214,707,16
75,1.0,4.0,6.0,0.0,0.0,20.0,0.0,21.0,33.0,15.0,520,403,14
76,2.0,4.0,6.0,6.0,15.0,13.0,6.0,6.0,21.0,21.0,441,485,11
77,0.0,0.0,5.0,8.0,12.0,16.0,17.0,2.0,20.0,20.0,344,580,13
78,3.0,4.0,5.0,8.0,10.0,11.0,12.0,16.0,16.0,15.0,159,767,11
79,1.0,9.0,9.0,1.0,1.0,1.0,29.0,29.0,1.0,19.0,511,411,15
80,2.0,6.0,8.0,6.0,13.0,11.0,6.0,6.0,21.0,21.0,431,496,10
81,0.0,2.0,3.0,7.0,10.0,10.0,16.0,0.0,26.0,26.0,450,469,18
82,0.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0,25.0,0.0,541,392,4
83,0.0,8.0,0.0,15.0,18.0,0.0,27.0,0.0,0.0,32.0,713,201,23
84,1.0,2.0,4.0,7.0,9.0,12.0,13.0,17.0,17.0,18.0,143,782,12
85,0.0,0.0,0.0,15.0,20.0,20.0,20.0,25.0,0.0,0.0,473,458,6
86,10.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,29.0,33.0,627,290,20
87,2.0,2.0,5.0,5.0,2.0,27.0,1.0,1.0,29.0,26.0,536,374,27
88,0.0,4.0,6.0,8.0,14.0,15.0,16.0,17.0,20.0,0.0,308,610,19
89,4.0,5.0,8.0,15.0,20.0,22.0,16.0,2.0,4.0,4.0,530,388,19
90,0.0,4.0,7.0,10.0,15.0,2.0,2.0,2.0,28.0,30.0,644,282,11
91,0.0,0.0,0.0,0.0,0.0,20.0,23.0,27.0,30.0,0.0,553,379,5
92,0.0,3.0,6.0,10.0,15.0,1.0,2.0,2.0,33.0,28.0,700,225,12
93,0.0,11.0,11.0,11.0,3.0,3.0,0.0,0.0,33.0,28.0,654,271,12
94,0.0,0.0,7.0,0.0,0.0,0.0,21.0,21.0,0.0,51.0,494,432,11
95,1.0,1.0,1.0,1.0,1.0,1.0,20.0,24.0,25.0,25.0,497,429,11
96,2.0,5.0,2.0,5.0,11.0,13.0,13.0,21.0,18.0,10.0,249,675,13
97,2.0,3.0,4.0,5.0,6.0,10.0,15.0,19.0,18.0,18.0,201,723,13
99,3.0,5.0,7.0,10.0,12.0,0.0,17.0,0.0,22.0,24.0,426,508,3
100,1.0,3.0,5.0,7.0,9.0,11.0,13.0,15.0,17.0,19.0,142,770,25
101,0.0,0.0,0.0,0.0,10.0,16.0,17.0,18.0,19.0,20.0,265,660,12
102,0.0,0.0,0.0,14.0,18.0,0.0,0.0,0.0,32.0,36.0,738,186,13
103,0.0,5.0,0.0,8.0,12.0,15.0,20.0,20.0,0.0,20.0,352,578,7
104,0.0,1.0,11.0,3.0,22.0,3.0,24.0,3.0,20.0,13.0,419,487,31
105,2.0,2.0,0.0,0.0,0.0,18.0,19.0,19.0,19.0,21.0,313,610,14
106,0.0,0.0,0.0,15.0,0.0,0.0,25.0,30.0,30.0,0.0,623,292,22
107,0.0,1.0,4.0,11.0,11.0,17.0,18.0,4.0,6.0,28.0,532,386,19
109,1.0,1.0,1.0,1.0,1.0,15.0,20.0,20.0,20.0,20.0,348,580,9
110,2.0,2.0,0.0,0.0,0.0,18.0,18.0,19.0,20.0,21.0,322,606,9
111,7.0,8.0,10.0,12.0,15.0,20.0,25.0,1.0,1.0,1.0,615,309,13
112,2.0,2.0,5.0,14.0,11.0,1.0,23.0,23.0,3.0,16.0,507,410,20
113,1.0,2.0,4.0,8.0,16.0,17.0,32.0,17.0,2.0,1.0,393,508,36
114,0.0,0.0,0.0,0.0,20.0,25.0,25.0,0.0,0.0,30.0,647,265,25
115,3.0,7.0,9.0,12.0,14.0,16.0,18.0,21.0,0.0,0.0,405,518,14
116,0.0,0.0,0.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,110,811,16
117,7.0,8.0,0.0,0.0,0.0,0.0,25.0,30.0,0.0,30.0,616,306,15
118,4.0,6.0,7.0,8.0,8.0,10.0,12.0,15.0,15.0,15.0,179,737,21
119,6.0,8.0,10.0,12.0,14.0,17.0,4.0,4.0,5.0,20.0,505,423,9
120,4.0,7.0,11.0,14.0,18.0,21.0,25.0,0.0,0.0,0.0,521,371,45
121,2.0,2.0,4.0,0.0,0.0,4.0,15.0,10.0,36.0,27.0,484,439,14
122,1.0,5.0,1.0,9.0,1.0,11.0,20.0,12.0,20.0,20.0,351,574,12
123,1.0,1.0,2.0,4.0,13.0,8.0,26.0,7.0,33.0,5.0,552,380,5
124,7.0,10.0,10.0,15.0,22.0,23.0,2.0,3.0,4.0,4.0,447,478,12
126,2.0,2.0,6.0,8.0,12.0,18.0,3.0,2.0,21.0,26.0,500,423,14
127,0.0,1.0,14.0,1.0,1.0,1.0,25.0,25.0,1.0,31.0,737,194,6
128,3.0,4.0,5.0,8.0,0.0,12.0,13.0,17.0,18.0,20.0,210,717,10
129,4.0,7.0,9.0,10.0,11.0,13.0,16.0,0.0,15.0,15.0,288,631,18
130,0.0,0.0,2.0,3.0,5.0,9.0,13.0,19.0,22.0,27.0,351,557,29
131,0.0,1.0,1.0,16.0,19.0,2.0,2.0,2.0,33.0,24.0,740,193,4
132,2.0,2.0,2.0,14.0,11.0,17.0,25.0,23.0,2.0,2.0,572,354,11
133,2.0,4.0,6.0,7.0,9.0,12.0,14.0,16.0,16.0,14.0,166,762,9
134,2.0,2.0,2.0,13.0,4.0,16.0,10.0,14.0,17.0,20.0,276,651,10
135,0.0,0.0,2.0,5.0,12.0,12.0,15.0,18.0,19.0,17.0,215,711,11
136,0.0,7.0,8.0,11.0,13.0,0.0,18.0,0.0,22.0,21.0,427,505,5
137,0.0,0.0,0.0,0.0,20.0,0.0,23.0,27.0,30.0,0.0,580,349,8
138,0.0,1.0,1.0,2.0,3.0,7.0,14.0,19.0,20.0,33.0,463,459,15
139,1.0,2.0,2.0,5.0,8.0,16.0,16.0,16.0,17.0,17.0,176,747,14
140,7.0,8.0,10.0,12.0,14.0,0.0,0.0,0.0,23.0,26.0,461,465,11
141,0.0,1.0,2.0,4.0,6.0,10.0,12.0,18.0,21.0,26.0,302,618,17
143,1.0,1.0,2.0,3.0,4.0,21.0,27.0,28.0,6.0,7.0,483,444,10
144,6.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,30.0,661,255,21
145,3.0,4.0,8.0,8.0,8.0,1.0,1.0,1.0,33.0,33.0,612,315,10
146,0.0,7.0,7.0,0.0,0.0,25.0,0.0,30.0,31.0,0.0,594,331,12
147,0.0,2.0,7.0,12.0,2.0,18.0,21.0,3.0,29.0,6.0,581,342,14
148,2.0,2.0,2.0,2.0,2.0,18.0,18.0,18.0,18.0,18.0,275,653,9
149,2.0,3.0,5.0,7.0,9.0,11.0,13.0,17.0,19.0,14.0,179,745,13
150,0.0,1.0,6.0,8.0,10.0,11.0,13.0,15.0,17.0,19.0,175,750,12
151,4.0,5.0,7.0,9.0,1.0,1.0,17.0,19.0,18.0,19.0,300,612,25
152,1.0,1.0,12.0,1.0,1.0,23.0,3.0,0.0,31.0,27.0,718,216,3
153,0.0,4.0,0.0,0.0,0.0,0.0,24.0,24.0,24.0,24.0,461,451,25
154,0.0,0.0,0.0,0.0,6.0,11.0,17.0,31.0,31.0,4.0,403,526,8
155,0.0,7.0,12.0,15.0,0.0,0.0,0.0,0.0,33.0,33.0,692,238,7
156,2.0,4.0,5.0,7.0,10.0,13.0,13.0,14.0,18.0,14.0,186,739,12
157,0.0,1.0,9.0,2.0,2.0,24.0,1.0,1.0,32.0,28.0,741,183,13
158,8.0,5.0,5.0,22.0,5.0,5.0,5.0,5.0,5.0,35.0,490,441,6
159,1.0,3.0,5.0,7.0,9.0,11.0,13.0,15.0,17.0,19.0,142,770,25
160,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,292,624,21
161,3.0,3.0,4.0,8.0,8.0,14.0,15.0,19.0,13.0,13.0,190,728,19
162,1.0,1.0,2.0,2.0,19.0,20.0,4.0,22.0,24.0,5.0,593,333,11
163,0.0,3.0,4.0,1.0,1.0,14.0,18.0,20.0,20.0,19.0,309,626,2
164,4.0,5.0,9.0,7.0,4.0,12.0,17.0,8.0,15.0,19.0,263,650,24
165,0.0,0.0,0.0,16.0,19.0,23.0,23.0,19.0,0.0,0.0,441,477,19
166,0.0,6.0,11.0,13.0,16.0,22.0,1.0,29.0,1.0,1.0,648,276,13
167,3.0,4.0,6.0,7.0,9.0,13.0,16.0,19.0,22.0,1.0,301,622,14
168,0.0,0.0,9.0,0.0,0.0,20.0,0.0,0.0,30.0,41.0,628,296,13
169,0.0,0.0,0.0,0.0,15.0,20.0,0.0,25.0,30.0,10.0,578,352,7
170,5.0,8.0,11.0,14.0,17.0,20.0,23.0,0.0,2.0,0.0,559,353,25
171,2.0,2.0,2.0,11.0,21.0,3.0,3.0,4.0,26.0,26.0,689,240,8
172,7.0,0.0,0.0,1.0,1.0,1.0,1.0,26.0,41.0,22.0,619,309,9
173,0.0,0.0,0.0,0.0,15.0,18.0,21.0,23.0,23.0,0.0,434,497,6
174,1.0,3.0,5.0,7.0,9.0,11.0,13.0,15.0,17.0,19.0,142,770,25
175,0.0,2.0,3.0,5.0,10.0,10.0,15.0,15.0,20.0,20.0,233,691,13
176,0.0,0.0,10.0,0.0,0.0,0.0,0.0,30.0,30.0,30.0,620,307,10
177,0.0,5.0,0.0,15.0,20.0,0.0,0.0,0.0,30.0,30.0,637,288,12
178,0.0,0.0,0.0,0.0,0.0,0.0,20.0,25.0,25.0,30.0,475,455,7
179,0.0,0.0,0.0,0.0,11.0,11.0,0.0,39.0,39.0,0.0,304,626,7
181,4.0,6.0,8.0,14.0,18.0,24.0,26.0,0.0,0.0,0.0,546,352,39
182,3.0,5.0,5.0,0.0,0.0,15.0,18.0,18.0,19.0,17.0,267,664,6
183,10.0,10.0,10.0,10.0,10.0,25.0,25.0,0.0,0.0,0.0,398,517,22
184,0.0,1.0,6.0,12.0,1.0,0.0,28.0,31.0,20.0,1.0,567,351,19
185,1.0,1.0,1.0,1.0,11.0,14.0,15.0,19.0,19.0,18.0,243,683,11
186,3.0,3.0,3.0,3.0,13.0,13.0,3.0,13.0,33.0,13.0,407,519,11
187,10.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,30.0,610,299,28
188,1.0,1.0,1.0,15.0,1.0,1.0,25.0,25.0,30.0,0.0,655,274,8
189,0.0,0.0,0.0,18.0,18.0,0.0,0.0,0.0,32.0,32.0,703,221,13
190,1.0,1.0,1.0,1.0,1.0,1.0,20.0,22.0,24.0,28.0,508,427,2
192,1.0,1.0,8.0,11.0,14.0,17.0,1.0,1.0,1.0,45.0,607,328,2
193,1.0,3.0,4.0,6.0,8.0,13.0,14.0,18.0,18.0,15.0,193,729,15
194,1.0,1.0,1.0,1.0,1.0,27.0,27.0,27.0,7.0,7.0,454,478,5
195,0.0,18.0,0.0,0.0,20.0,20.0,21.0,21.0,0.0,0.0,440,478,19
196,0.0,4.0,6.0,8.0,11.0,0.0,15.0,18.0,18.0,20.0,256,671,10
197,1.0,1.0,1.0,12.0,13.0,1.0,18.0,1.0,26.0,26.0,559,370,8
198,10.0,10.0,10.0,15.0,15.0,20.0,20.0,0.0,0.0,0.0,464,451,22
199,0.0,0.0,12.0,1.0,1.0,23.0,2.0,1.0,35.0,25.0,760,173,4
200,1.0,1.0,8.0,13.0,18.0,1.0,23.0,1.0,28.0,6.0,641,289,7
201,2.0,4.0,6.0,8.0,10.0,14.0,16.0,18.0,0.0,22.0,327,597,13
202,8.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,31.0,31.0,665,264,8
203,2.0,10.0,10.0,10.0,20.0,18.0,0.0,0.0,0.0,30.0,496,430,11
204,2.0,2.0,2.0,2.0,12.0,15.0,20.0,23.0,20.0,2.0,427,498,12
205,5.0,5.0,5.0,5.0,0.0,14.0,16.0,20.0,8.0,22.0,343,578,16
207,2.0,4.0,5.0,7.0,9.0,11.0,13.0,15.0,16.0,18.0,134,788,15
208,2.0,4.0,5.0,7.0,9.0,11.0,13.0,15.0,16.0,18.0,134,788,15
209,2.0,0.0,6.0,0.0,0.0,0.0,14.0,22.0,26.0,30.0,487,437,13
210,0.0,0.0,0.0,0.0,18.0,21.0,0.0,29.0,32.0,0.0,651,274,12
211,0.0,0.0,0.0,0.0,21.0,26.0,27.0,0.0,0.0,26.0,635,301,1
212,0.0,7.0,9.0,1.0,1.0,23.0,25.0,1.0,1.0,32.0,740,189,8
213,1.0,5.0,6.0,6.0,13.0,3.0,16.0,20.0,20.0,10.0,377,546,14
214,1.0,6.0,8.0,2.0,3.0,21.0,4.0,5.0,24.0,26.0,648,276,13
215,1.0,1.0,1.0,14.0,14.0,19.0,19.0,29.0,1.0,1.0,562,365,10
216,2.0,2.0,2.0,15.0,15.0,20.0,20.0,20.0,2.0,2.0,549,378,10
217,1.0,2.0,2.0,2.0,3.0,16.0,17.0,18.0,19.0,20.0,279,643,15
218,0.0,0.0,0.0,0.0,14.0,18.0,1.0,32.0,34.0,1.0,650,285,2
219,0.0,0.0,3.0,10.0,3.0,19.0,6.0,1.0,26.0,32.0,630,280,27
222,1.0,1.0,1.0,1.0,15.0,20.0,1.0,20.0,20.0,20.0,462,469,6
223,1.0,3.0,5.0,7.0,9.0,11.0,13.0,15.0,17.0,19.0,142,770,25
224,2.0,3.0,4.0,7.0,9.0,12.0,12.0,16.0,18.0,17.0,168,758,11
225,0.0,0.0,0.0,16.0,21.0,1.0,1.0,1.0,34.0,26.0,757,177,3
226,3.0,4.0,8.0,12.0,15.0,16.0,18.0,0.0,0.0,24.0,443,482,12
227,2.0,2.0,3.0,3.0,10.0,10.0,15.0,15.0,20.0,20.0,231,693,13
228,8.0,8.0,11.0,13.0,15.0,18.0,21.0,2.0,2.0,2.0,608,323,6
229,6.0,7.0,12.0,15.0,18.0,20.0,22.0,0.0,0.0,0.0,523,390,24
230,5.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,31.0,665,246,26
232,0.0,0.0,7.0,10.0,12.0,14.0,17.0,19.0,21.0,0.0,324,599,14
233,2.0,2.0,4.0,5.0,7.0,10.0,16.0,18.0,18.0,18.0,197,729,11
234,1.0,1.0,2.0,2.0,3.0,15.0,19.0,19.0,19.0,19.0,280,646,11
236,0.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,366,560,11
237,2.0,1.0,3.0,7.0,10.0,5.0,15.0,20.0,19.0,18.0,257,666,14
238,2.0,3.0,5.0,7.0,9.0,12.0,14.0,17.0,16.0,15.0,163,766,8
239,1.0,1.0,1.0,6.0,8.0,11.0,15.0,17.0,19.0,21.0,225,703,9
241,3.0,5.0,6.0,9.0,11.0,11.0,13.0,16.0,18.0,8.0,205,715,17
242,7.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,31.0,31.0,672,249,16
243,3.0,4.0,5.0,8.0,10.0,13.0,15.0,20.0,20.0,2.0,287,628,22
245,1.0,2.0,2.0,5.0,10.0,13.0,14.0,18.0,18.0,17.0,192,730,15
246,0.0,0.0,0.0,0.0,0.0,0.0,20.0,25.0,25.0,30.0,475,455,7
247,2.0,2.0,2.0,7.0,9.0,15.0,17.0,17.0,17.0,12.0,211,717,9
248,7.0,9.0,11.0,13.0,16.0,18.0,20.0,3.0,2.0,1.0,580,343,14
250,0.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,366,560,11
251,6.0,7.0,9.0,10.0,13.0,17.0,1.0,1.0,1.0,35.0,607,326,4
252,2.0,5.0,10.0,10.0,20.0,21.0,21.0,0.0,11.0,0.0,411,452,74
254,0.0,1.0,7.0,8.0,9.0,15.0,6.0,6.0,28.0,20.0,427,496,14
