,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,win,loss,tie
500,2.0,3.0,6.0,11.0,22.0,22.0,23.0,3.0,3.0,5.0,512,395,30
501,1.0,5.0,0.0,3.0,16.0,16.0,16.0,19.0,22.0,2.0,411,520,6
502,0.0,9.0,9.0,0.0,19.0,0.0,3.0,29.0,0.0,31.0,707,211,19
503,7.0,11.0,12.0,15.0,16.0,18.0,21.0,0.0,0.0,0.0,490,432,15
504,7.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,31.0,31.0,672,249,16
505,5.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,34.0,34.0,703,202,32
506,3.0,3.0,5.0,7.0,9.0,12.0,15.0,18.0,15.0,13.0,181,741,15
507,0.0,0.0,0.0,0.0,0.0,15.0,19.0,24.0,23.0,19.0,363,570,4
509,8.0,10.0,10.0,10.0,12.0,25.0,0.0,0.0,0.0,25.0,394,537,6
510,4.0,0.0,6.0,0.0,16.0,0.0,0.0,0.0,36.0,38.0,594,324,19
511,0.0,0.0,20.0,0.0,0.0,0.0,25.0,25.0,0.0,30.0,587,332,18
512,4.0,5.0,6.0,12.0,16.0,18.0,19.0,20.0,0.0,0.0,410,505,22
513,10.0,2.0,2.0,2.0,2.0,2.0,5.0,25.0,25.0,25.0,622,290,25
514,1.0,3.0,3.0,3.0,8.0,8.0,14.0,9.0,25.0,26.0,355,555,27
515,6.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,33.0,33.0,689,221,27
516,0.0,0.0,0.0,25.0,0.0,0.0,25.0,25.0,25.0,0.0,510,414,13
517,1.0,1.0,1.0,6.0,14.0,14.0,14.0,18.0,18.0,13.0,227,698,12
518,0.0,0.0,0.0,0.0,25.0,25.0,0.0,25.0,25.0,0.0,547,383,7
519,1.0,6.0,3.0,11.0,3.0,15.0,21.0,3.0,34.0,3.0,668,259,10
520,0.0,5.0,7.0,9.0,11.0,14.0,17.0,0.0,18.0,19.0,277,633,27
521,0.0,0.0,0.0,25.0,0.0,0.0,25.0,25.0,25.0,0.0,510,414,13
522,0.0,8.0,0.0,0.0,0.0,0.0,28.0,0.0,32.0,32.0,702,223,12
523,1.0,3.0,5.0,7.0,9.0,11.0,13.0,15.0,17.0,19.0,142,770,25
524,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,20.0,20.0,280,645,12
525,0.0,0.0,12.0,1.0,2.0,23.0,3.0,3.0,33.0,23.0,732,192,13
526,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0,25.0,491,437,9
527,0.0,0.0,0.0,5.0,20.0,25.0,25.0,25.0,0.0,0.0,385,522,30
528,0.0,0.0,1.0,13.0,1.0,2.0,27.0,26.0,23.0,7.0,637,289,11
529,5.0,6.0,13.0,1.0,15.0,1.0,18.0,3.0,3.0,35.0,675,254,8
530,0.0,0.0,2.0,4.0,10.0,15.0,20.0,22.0,23.0,4.0,429,498,10
531,0.0,0.0,0.0,0.0,0.0,17.0,18.0,22.0,22.0,21.0,375,558,4
532,1.0,1.0,3.0,4.0,5.0,12.0,15.0,24.0,24.0,11.0,322,593,22
534,1.0,1.0,1.0,1.0,11.0,14.0,15.0,19.0,19.0,18.0,243,683,11
535,0.0,2.0,3.0,10.0,5.0,13.0,17.0,12.0,20.0,18.0,272,657,8
536,0.0,0.0,10.0,0.0,0.0,0.0,20.0,30.0,0.0,40.0,628,297,12
537,0.0,0.0,0.0,10.0,0.0,0.0,20.0,30.0,40.0,0.0,568,359,10
538,0.0,5.0,5.0,5.0,11.0,14.0,16.0,18.0,14.0,12.0,220,698,19
539,3.0,5.0,5.0,10.0,7.0,10.0,15.0,15.0,29.0,1.0,284,638,15
540,1.0,9.0,1.0,1.0,16.0,20.0,21.0,29.0,1.0,1.0,641,293,3
541,0.0,0.0,10.0,12.0,12.0,0.0,18.0,18.0,0.0,30.0,462,467,8
542,2.0,4.0,2.0,11.0,4.0,16.0,4.0,23.0,8.0,26.0,584,344,9
543,0.0,0.0,0.0,0.0,0.0,13.0,18.0,20.0,24.0,25.0,364,566,7
544,1.0,7.0,8.0,11.0,15.0,19.0,1.0,1.0,1.0,36.0,684,243,10
545,1.0,1.0,4.0,1.0,1.0,2.0,25.0,28.0,2.0,35.0,627,299,11
546,6.0,9.0,0.0,20.0,0.0,30.0,0.0,30.0,1.0,4.0,252,665,20
547,1.0,1.0,13.0,2.0,2.0,24.0,4.0,4.0,34.0,15.0,615,316,6
548,0.0,0.0,1.0,1.0,15.0,17.0,20.0,21.0,23.0,2.0,457,472,8
549,2.0,3.0,11.0,21.0,3.0,12.0,21.0,23.0,2.0,2.0,461,460,16
550,3.0,5.0,8.0,10.0,13.0,1.0,26.0,30.0,2.0,2.0,645,278,14
551,0.0,0.0,0.0,17.0,17.0,0.0,0.0,0.0,33.0,33.0,722,210,5
552,0.0,0.0,0.0,4.0,14.0,12.0,16.0,17.0,18.0,19.0,223,706,8
554,5.0,5.0,8.0,10.0,3.0,3.0,21.0,22.0,21.0,2.0,503,413,21
555,0.0,9.0,0.0,0.0,16.0,21.0,26.0,26.0,1.0,1.0,641,288,8
556,10.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,30.0,610,299,28
557,2.0,3.0,4.0,5.0,6.0,8.0,20.0,21.0,20.0,11.0,326,591,20
558,1.0,1.0,1.0,1.0,21.0,21.0,21.0,1.0,1.0,31.0,695,235,7
559,0.0,0.0,0.0,15.0,17.0,20.0,23.0,25.0,0.0,0.0,530,401,6
560,1.0,1.0,2.0,3.0,8.0,12.0,16.0,19.0,20.0,18.0,245,681,11
561,1.0,5.0,7.0,1.0,7.0,14.0,21.0,15.0,19.0,10.0,267,640,30
562,1.0,1.0,6.0,10.0,10.0,13.0,18.0,18.0,18.0,5.0,269,657,11
563,2.0,3.0,4.0,7.0,9.0,12.0,13.0,17.0,17.0,16.0,163,760,14
565,0.0,8.0,1.0,1.0,1.0,1.0,1.0,29.0,29.0,29.0,647,280,10
566,0.0,0.0,6.0,8.0,10.0,12.0,16.0,17.0,16.0,15.0,187,738,12
567,5.0,6.0,7.0,12.0,13.0,16.0,19.0,22.0,0.0,0.0,418,497,22
568,1.0,1.0,1.0,1.0,19.0,20.0,20.0,20.0,7.0,10.0,394,527,16
569,5.0,5.0,6.0,9.0,5.0,5.0,6.0,9.0,25.0,25.0,531,366,40
571,0.0,0.0,0.0,12.0,19.0,2.0,3.0,3.0,35.0,26.0,779,154,4
573,2.0,5.0,10.0,12.0,15.0,23.0,30.0,1.0,1.0,1.0,483,377,77
574,1.0,2.0,1.0,16.0,16.0,1.0,28.0,1.0,28.0,6.0,477,443,17
575,5.0,2.0,0.0,0.0,0.0,0.0,0.0,30.0,31.0,32.0,654,257,26
576,1.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,293,628,16
577,3.0,4.0,0.0,8.0,0.0,20.0,0.0,30.0,0.0,35.0,567,348,22
578,0.0,0.0,3.0,8.0,12.0,16.0,25.0,20.0,12.0,4.0,431,482,24
579,3.0,3.0,4.0,10.0,10.0,10.0,10.0,10.0,20.0,20.0,289,630,18
580,1.0,1.0,1.0,19.0,0.0,19.0,0.0,29.0,0.0,30.0,593,329,15
581,0.0,0.0,12.0,12.0,17.0,22.0,2.0,2.0,2.0,31.0,730,200,7
582,1.0,1.0,9.0,16.0,20.0,20.0,1.0,1.0,1.0,30.0,685,247,5
583,6.0,6.0,6.0,11.0,11.0,16.0,21.0,19.0,2.0,2.0,490,436,11
584,6.0,6.0,0.0,0.0,0.0,28.0,0.0,0.0,30.0,30.0,571,351,15
586,2.0,2.0,5.0,2.0,7.0,12.0,15.0,27.0,2.0,26.0,481,445,11
588,2.0,5.0,6.0,10.0,13.0,20.0,20.0,20.0,2.0,2.0,502,427,8
589,0.0,0.0,3.0,6.0,15.0,17.0,0.0,20.0,20.0,19.0,372,552,13
590,0.0,0.0,0.0,0.0,18.0,24.0,26.0,0.0,0.0,32.0,720,202,15
591,1.0,1.0,1.0,8.0,9.0,14.0,17.0,22.0,20.0,7.0,339,578,20
592,1.0,1.0,2.0,3.0,6.0,18.0,19.0,20.0,20.0,10.0,362,563,12
593,0.0,1.0,2.0,2.0,6.0,3.0,26.0,26.0,17.0,17.0,422,501,14
594,11.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,31.0,31.0,648,280,9
595,0.0,0.0,0.0,0.0,13.0,15.0,17.0,18.0,19.0,18.0,258,666,13
596,0.0,0.0,5.0,0.0,10.0,14.0,17.0,20.0,19.0,15.0,268,658,11
597,5.0,6.0,13.0,9.0,13.0,21.0,17.0,4.0,6.0,6.0,548,374,15
598,5.0,5.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,30.0,591,325,21
599,6.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,31.0,32.0,675,236,26
600,1.0,1.0,1.0,6.0,15.0,15.0,20.0,20.0,20.0,1.0,394,533,10
602,1.0,2.0,5.0,7.0,9.0,13.0,15.0,18.0,16.0,14.0,170,744,23
603,0.0,0.0,0.0,14.0,0.0,18.0,0.0,20.0,23.0,25.0,464,466,7
604,1.0,2.0,3.0,5.0,7.0,12.0,15.0,17.0,18.0,20.0,187,738,12
605,0.0,0.0,1.0,12.0,1.0,24.0,1.0,30.0,1.0,30.0,752,181,4
606,1.0,2.0,3.0,5.0,7.0,12.0,15.0,17.0,18.0,20.0,187,738,12
607,2.0,2.0,3.0,6.0,8.0,13.0,16.0,19.0,17.0,14.0,192,731,14
608,0.0,5.0,4.0,5.0,12.0,15.0,18.0,0.0,22.0,19.0,344,583,10
609,1.0,1.0,3.0,5.0,9.0,13.0,14.0,18.0,19.0,17.0,200,727,10
610,2.0,1.0,5.0,4.0,5.0,14.0,20.0,18.0,16.0,15.0,197,720,20
611,3.0,5.0,8.0,10.0,13.0,1.0,26.0,29.0,2.0,3.0,623,301,13
612,6.0,7.0,8.0,11.0,14.0,15.0,17.0,20.0,1.0,1.0,434,489,14
613,3.0,5.0,8.0,10.0,12.0,0.0,20.0,0.0,21.0,21.0,409,520,8
614,9.0,5.0,2.0,7.0,0.0,20.0,6.0,20.0,18.0,13.0,302,623,12
615,5.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,32.0,32.0,668,238,31
616,2.0,2.0,2.0,2.0,2.0,15.0,15.0,20.0,20.0,20.0,320,606,11
617,0.0,0.0,0.0,0.0,30.0,30.0,40.0,0.0,0.0,0.0,82,844,11
618,2.0,3.0,5.0,7.0,9.0,10.0,13.0,15.0,16.0,20.0,138,783,16
619,0.0,2.0,4.0,6.0,8.0,11.0,19.0,17.0,17.0,16.0,155,768,14
620,3.0,3.0,4.0,6.0,12.0,8.0,13.0,18.0,17.0,16.0,175,744,18
622,0.0,0.0,10.0,13.0,21.0,24.0,3.0,1.0,2.0,26.0,675,251,11
623,0.0,0.0,0.0,14.0,18.0,0.0,0.0,0.0,34.0,34.0,750,175,12
624,3.0,4.0,7.0,9.0,13.0,16.0,3.0,5.0,20.0,20.0,414,514,9
626,1.0,2.0,2.0,2.0,2.0,3.0,7.0,13.0,25.0,43.0,478,451,8
627,1.0,1.0,0.0,1.0,1.0,3.0,24.0,6.0,36.0,27.0,541,362,34
628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,34.0,34.0,356,510,71
629,1.0,3.0,4.0,6.0,4.0,20.0,0.0,34.0,0.0,28.0,553,365,19
630,1.0,1.0,0.0,9.0,1.0,0.0,28.0,26.0,0.0,34.0,668,258,11
631,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,292,624,21
632,0.0,4.0,7.0,11.0,12.0,21.0,1.0,4.0,34.0,6.0,713,213,11
633,0.0,0.0,0.0,15.0,0.0,0.0,25.0,30.0,30.0,0.0,623,292,22
634,2.0,2.0,3.0,6.0,9.0,12.0,15.0,16.0,17.0,18.0,169,758,10
635,4.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,30.0,30.0,636,256,45
636,3.0,2.0,5.0,6.0,8.0,8.0,13.0,17.0,16.0,22.0,174,751,12
637,11.0,11.0,12.0,13.0,14.0,17.0,22.0,0.0,0.0,0.0,462,470,5
638,0.0,1.0,2.0,4.0,10.0,12.0,14.0,17.0,19.0,21.0,210,715,12
639,0.0,5.0,0.0,11.0,13.0,19.0,22.0,22.0,4.0,4.0,515,410,12
640,2.0,4.0,4.0,5.0,9.0,11.0,12.0,18.0,17.0,18.0,163,767,7
642,1.0,2.0,3.0,5.0,8.0,9.0,16.0,17.0,19.0,20.0,221,703,13
643,8.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,30.0,34.0,658,267,12
644,0.0,0.0,4.0,0.0,10.0,15.0,15.0,18.0,18.0,20.0,226,703,8
645,0.0,0.0,10.0,0.0,16.0,20.0,0.0,24.0,30.0,0.0,512,419,6
646,10.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,30.0,33.0,645,270,22
647,1.0,3.0,3.0,3.0,0.0,20.0,25.0,10.0,25.0,10.0,432,485,20
648,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,41.0,40.0,426,494,17
649,0.0,3.0,2.0,5.0,3.0,7.0,4.0,16.0,35.0,25.0,492,433,12
650,2.0,2.0,2.0,2.0,2.0,10.0,27.0,26.0,25.0,2.0,451,473,13
651,2.0,3.0,2.0,8.0,10.0,13.0,15.0,17.0,17.0,13.0,191,736,10
652,0.0,0.0,0.0,0.0,0.0,5.0,20.0,25.0,25.0,25.0,456,477,4
653,6.0,7.0,10.0,10.0,17.0,17.0,21.0,4.0,4.0,4.0,596,326,15
654,2.0,4.0,6.0,5.0,7.0,8.0,14.0,16.0,18.0,20.0,191,736,10
655,1.0,3.0,5.0,7.0,9.0,11.0,13.0,15.0,17.0,19.0,142,770,25
656,3.0,4.0,6.0,8.0,9.0,18.0,21.0,10.0,10.0,11.0,335,587,15
657,5.0,6.0,7.0,13.0,15.0,23.0,0.0,31.0,0.0,0.0,554,341,42
658,0.0,5.0,7.0,10.0,13.0,17.0,18.0,3.0,22.0,5.0,425,496,16
659,0.0,0.0,0.0,0.0,4.0,0.0,6.0,30.0,30.0,30.0,428,465,44
660,0.0,0.0,0.0,0.0,0.0,31.0,31.0,0.0,0.0,38.0,278,629,30
661,3.0,1.0,9.0,2.0,3.0,18.0,4.0,24.0,5.0,31.0,652,252,33
662,4.0,5.0,6.0,10.0,15.0,18.0,0.0,0.0,24.0,18.0,425,505,7
664,30.0,25.0,20.0,15.0,5.0,1.0,1.0,1.0,1.0,1.0,195,742,0
665,1.0,3.0,5.0,7.0,9.0,11.0,13.0,15.0,17.0,19.0,142,770,25
666,2.0,3.0,8.0,12.0,12.0,23.0,6.0,4.0,7.0,23.0,612,318,7
667,0.0,0.0,10.0,0.0,0.0,20.0,0.0,0.0,35.0,35.0,682,243,12
668,0.0,0.0,0.0,10.0,10.0,15.0,15.0,0.0,25.0,25.0,397,510,30
670,5.0,8.0,0.0,0.0,0.0,0.0,0.0,28.0,29.0,30.0,578,354,5
671,0.0,0.0,0.0,0.0,0.0,20.0,23.0,27.0,30.0,0.0,553,379,5
672,1.0,2.0,2.0,3.0,4.0,8.0,15.0,18.0,23.0,24.0,347,577,13
673,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,26.0,26.0,499,431,7
674,0.0,0.0,0.0,19.0,0.0,0.0,26.0,27.0,28.0,0.0,607,326,4
675,1.0,3.0,5.0,7.0,1.0,1.0,1.0,1.0,40.0,40.0,520,405,12
676,5.0,7.0,8.0,10.0,15.0,15.0,20.0,0.0,0.0,20.0,417,498,22
677,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0,25.0,491,437,9
678,2.0,4.0,5.0,7.0,9.0,11.0,13.0,15.0,16.0,18.0,134,788,15
680,0.0,0.0,0.0,0.0,0.0,0.0,24.0,25.0,25.0,26.0,495,438,4
681,1.0,1.0,1.0,17.0,18.0,19.0,20.0,21.0,1.0,1.0,535,399,3
682,2.0,2.0,2.0,0.0,8.0,15.0,14.0,19.0,19.0,19.0,240,691,6
683,5.0,3.0,2.0,1.0,1.0,1.0,1.0,28.0,28.0,30.0,640,266,31
684,0.0,0.0,3.0,6.0,8.0,13.0,17.0,21.0,21.0,11.0,337,589,11
685,0.0,0.0,0.0,10.0,0.0,16.0,17.0,20.0,19.0,18.0,294,639,4
686,0.0,5.0,0.0,9.0,0.0,20.0,0.0,31.0,0.0,35.0,600,313,24
687,1.0,1.0,14.0,1.0,1.0,20.0,1.0,1.0,30.0,30.0,692,240,5
688,6.0,6.0,7.0,8.0,10.0,25.0,35.0,1.0,1.0,1.0,466,452,19
689,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,30.0,30.0,628,289,20
690,1.0,1.0,13.0,16.0,2.0,21.0,21.0,21.0,2.0,2.0,612,315,10
691,0.0,5.0,7.0,12.0,12.0,22.0,3.0,26.0,6.0,7.0,618,308,11
692,0.0,0.0,0.0,0.0,0.0,12.0,20.0,20.0,24.0,24.0,375,556,6
693,8.0,8.0,11.0,13.0,16.0,21.0,23.0,0.0,0.0,0.0,567,361,9
694,14.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0,30.0,580,353,4
695,0.0,0.0,0.0,0.0,0.0,19.0,19.0,19.0,20.0,23.0,338,592,7
697,10.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,30.0,610,299,28
699,0.0,0.0,12.0,0.0,0.0,22.0,0.0,0.0,34.0,32.0,711,223,3
700,0.0,0.0,12.0,1.0,2.0,23.0,3.0,3.0,33.0,23.0,732,192,13
701,3.0,0.0,6.0,8.0,15.0,22.0,4.0,3.0,31.0,8.0,645,267,25
702,10.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,30.0,610,299,28
703,0.0,1.0,3.0,11.0,2.0,22.0,2.0,29.0,2.0,28.0,706,225,6
704,0.0,1.0,3.0,11.0,2.0,2.0,29.0,28.0,2.0,22.0,636,290,11
705,6.0,6.0,1.0,1.0,1.0,1.0,21.0,21.0,21.0,21.0,470,453,14
706,1.0,2.0,12.0,8.0,9.0,13.0,14.0,9.0,18.0,14.0,295,620,22
707,1.0,6.0,6.0,6.0,11.0,21.0,16.0,1.0,1.0,31.0,603,317,17
708,4.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,30.0,40.0,593,308,36
709,1.0,1.0,1.0,2.0,5.0,5.0,10.0,10.0,30.0,35.0,490,440,7
710,1.0,2.0,4.0,5.0,10.0,13.0,14.0,16.0,17.0,18.0,174,753,10
711,5.0,14.0,13.0,12.0,11.0,10.0,14.0,8.0,7.0,6.0,317,602,18
712,0.0,1.0,2.0,19.0,5.0,22.0,5.0,5.0,7.0,34.0,571,360,6
713,0.0,1.0,11.0,2.0,2.0,23.0,3.0,3.0,33.0,22.0,741,185,11
714,0.0,5.0,0.0,1.0,1.0,0.0,0.0,31.0,31.0,31.0,661,265,11
715,2.0,3.0,6.0,9.0,11.0,14.0,15.0,0.0,20.0,20.0,318,605,14
716,7.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,31.0,34.0,687,238,12
717,2.0,3.0,5.0,7.0,7.0,14.0,18.0,18.0,2.0,24.0,374,553,10
718,0.0,0.0,0.0,0.0,23.0,24.0,1.0,25.0,26.0,1.0,627,306,4
719,0.0,0.0,0.0,0.0,25.0,25.0,25.0,0.0,0.0,25.0,557,371,9
720,0.0,0.0,0.0,0.0,13.0,17.0,21.0,23.0,26.0,0.0,446,489,2
721,2.0,0.0,4.0,6.0,7.0,9.0,15.0,17.0,19.0,21.0,219,701,17
722,0.0,0.0,0.0,9.0,19.0,0.0,0.0,20.0,22.0,30.0,496,416,25
723,6.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,32.0,36.0,686,225,26
724,3.0,5.0,4.0,6.0,6.0,1.0,30.0,33.0,6.0,6.0,477,447,13
725,0.0,0.0,0.0,0.0,0.0,15.0,17.0,20.0,23.0,25.0,366,566,5
726,0.0,0.0,12.0,13.0,15.0,25.0,0.0,0.0,0.0,35.0,689,230,18
727,1.0,1.0,7.0,1.0,13.0,18.0,21.0,36.0,1.0,1.0,585,336,16
728,0.0,7.0,9.0,17.0,3.0,3.0,4.0,3.0,22.0,32.0,731,199,7
729,0.0,1.0,12.0,2.0,2.0,23.0,3.0,2.0,33.0,22.0,732,195,10
731,4.0,8.0,12.0,16.0,20.0,0.0,0.0,0.0,20.0,20.0,403,527,7
732,22.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,26.0,28.0,503,428,6
734,1.0,3.0,5.0,7.0,8.0,10.0,12.0,14.0,20.0,20.0,201,723,13
735,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0,25.0,491,437,9
736,0.0,0.0,0.0,0.0,20.0,20.0,20.0,20.0,0.0,20.0,386,525,26
737,5.0,10.0,12.0,15.0,16.0,20.0,22.0,0.0,0.0,0.0,494,410,33
738,5.0,10.0,10.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0,488,444,5
740,2.0,2.0,2.0,2.0,2.0,2.0,17.0,23.0,23.0,25.0,472,452,13
741,0.0,0.0,0.0,14.0,17.0,20.0,23.0,26.0,0.0,0.0,542,388,7
743,0.0,0.0,10.0,2.0,3.0,22.0,3.0,3.0,32.0,25.0,751,179,7
744,0.0,5.0,0.0,10.0,10.0,5.0,0.0,18.0,26.0,26.0,479,446,12
745,2.0,2.0,2.0,7.0,5.0,15.0,13.0,19.0,18.0,17.0,220,709,8
746,0.0,0.0,0.0,0.0,0.0,18.0,19.0,19.0,21.0,23.0,345,588,4
747,0.0,3.0,4.0,5.0,18.0,5.0,27.0,2.0,29.0,7.0,510,408,19
748,0.0,0.0,0.0,0.0,0.0,0.0,23.0,24.0,26.0,27.0,508,421,8
749,0.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,366,560,11
750,7.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,31.0,32.0,681,247,9
752,0.0,0.0,0.0,10.0,12.0,19.0,22.0,0.0,0.0,37.0,561,345,31
753,0.0,0.0,1.0,2.0,6.0,20.0,22.0,1.0,24.0,24.0,492,434,11
754,1.0,1.0,1.0,1.0,1.0,1.0,23.0,23.0,24.0,24.0,495,434,8
755,0.0,0.0,5.0,10.0,10.0,15.0,15.0,15.0,15.0,15.0,173,732,32
